name,constit,party1,pw_name,party2,party_change,by_elec,cl_wikidataid,cl_pageid,cl_wikititle,iraq_inv,iraq_inv_source,iraq_inv_link,party3
Frank Field,Birkenhead,Lab,Frank Field,,0,0,Q304388,413976,Frank_Field_(British_politician),Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Frank Roy,Motherwell and Wishaw,Lab,Frank Roy,,0,0,Q480033,449431,Frank_Roy,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Fraser Kemp,Houghton and Washington East,Lab,Fraser Kemp,,0,0,Q5493623,427636,Fraser_Kemp,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Gareth Thomas,Clwyd West,Lab,Mr Gareth Thomas,,0,0,Q5522982,450271,Gareth_Thomas_(Welsh_politician),Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Gareth Thomas,Harrow West,Lab,Gareth Thomas,,0,0,Q272452,450270,Gareth_Thomas_(English_politician),Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Gary Streeter,South West Devon,Con,Gary Streeter,,0,0,Q328791,450501,Gary_Streeter,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Gavin Strang,Edinburgh East and Musselburgh,Lab,Gavin Strang,,0,0,Q333128,414496,Gavin_Strang,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Geoff Hoon,Ashfield,Lab,Geoff Hoon,,0,0,Q332385,166501,Geoff_Hoon,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Geoffrey Clifton-Brown,Cotswold,Con,Geoffrey Clifton-Brown,,0,0,Q285183,419138,Geoffrey_Clifton-Brown_(Cotswold_MP),Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Geoffrey Robinson,Coventry North West,Lab,Geoffrey Robinson,,0,0,Q480132,419626,Geoffrey_Robinson,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
George Foulkes,"Carrick, Cumnock and Doon Valley",Lab,Mr George Foulkes,,0,0,Q1507362,421639,"George_Foulkes,_Baron_Foulkes_of_Cumnock",Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
George Galloway,Glasgow Kelvin,Lab,George Galloway,Independent,1,0,Q332483,18247133,George_Galloway,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
George Howarth,Knowsley North and Sefton East,Lab,George Howarth,,0,0,Q689546,434656,George_Howarth,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
George Mudie,Leeds East,Lab,George Mudie,,0,0,Q337802,435631,George_Mudie_(politician),Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
George Osborne,Tatton,Con,George Osborne,,0,0,Q332493,422814,George_Osborne,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
George Stevenson,Stoke-on-Trent South,Lab,Mr George Stevenson,,0,0,Q5544845,292170,George_Stevenson_(British_politician),Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
George Young,North West Hampshire,Con,George Young,,0,0,Q259836,414480,"George_Young,_Baron_Young_of_Cookham",Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Geraint Davies,Croydon Central,Lab,Geraint Davies,,0,0,Q296866,420173,Geraint_Davies_(Labour_politician),Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Gerald Howarth,Aldershot,Con,Gerald Howarth,,0,0,Q689589,434662,Gerald_Howarth,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Gerald Kaufman,"Manchester, Gorton",Lab,Gerald Kaufman,,0,0,Q750345,41052136,Gerald_Kaufman,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Geraldine Smith,Morecambe and Lunesdale,Lab,Geraldine Smith,,0,0,Q5549794,450451,Geraldine_Smith,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Gerry Steinberg,City of Durham,Lab,Mr Gerry Steinberg,,0,0,Q5553039,450484,Gerry_Steinberg,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Gerry Sutcliffe,Bradford South,Lab,Gerry Sutcliffe,,0,0,Q328557,450513,Gerry_Sutcliffe,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Gillian Merron,Lincoln,Lab,Gillian Merron,,0,0,Q740654,435622,Gillian_Merron,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Gillian Shephard,South West Norfolk,Con,Mrs Gillian Shephard,,0,0,Q333058,356860,Gillian_Shephard,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Gisela Stuart,"Birmingham, Edgbaston",Lab,Gisela Stuart,,0,0,Q328682,415020,Gisela_Stuart,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Glenda Jackson,Hampstead and Highgate,Lab,Glenda Jackson,,0,0,Q182408,163012,Glenda_Jackson,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Gordon Brown,Dunfermline East,Lab,Gordon Brown,,0,0,Q10648,13076,Gordon_Brown,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Gordon Marsden,Blackpool South,Lab,Gordon Marsden,,0,0,Q333670,434909,Gordon_Marsden,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Gordon Prentice,Pendle,Lab,Gordon Prentice,,0,0,Q5585683,433861,Gordon_Prentice,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Graham Allen,Nottingham North,Lab,Graham Allen,,0,0,Q259601,227341,Graham_Allen_(politician),Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Graham Brady,Altrincham and Sale West,Con,Graham Brady,,0,0,Q264662,414683,Graham_Brady,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Graham Stringer,"Manchester, Blackley",Lab,Graham Stringer,,0,0,Q328737,450506,Graham_Stringer,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Gregory Knight,East Yorkshire,Con,Greg Knight,,0,0,Q750219,414511,Greg_Knight,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Greg Pope,Hyndburn,Lab,Greg Pope,,0,0,Q5606146,433856,Greg_Pope,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Gregory Barker,Bexhill and Battle,Con,Gregory Barker,,0,0,Q260562,414443,"Greg_Barker,_Baron_Barker_of_Battle",Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Gregory Campbell,East Londonderry,DUP,Gregory Campbell,,0,0,Q268465,30876369,Gregory_Campbell_(politician),Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Other parties
Gwyn Prosser,Dover,Lab,Gwyn Prosser,,0,0,Q1557927,433866,Gwyn_Prosser,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Gwyneth Dunwoody,Crewe and Nantwich,Lab,Gwyneth Dunwoody,,0,0,Q334006,186874,Gwyneth_Dunwoody,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Harold Best,Leeds North West,Lab,Mr Harold Best,,0,0,Q5574771,414657,Harold_Best,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Harriet Harman,Camberwell and Peckham,Lab,Harriet Harman,,0,0,Q234182,354361,Harriet_Harman,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Harry Barnes,North East Derbyshire,Lab,Mr Harry Barnes,,0,0,Q5566061,414445,Harry_Barnes_(Labour_politician),Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Harry Cohen,Leyton and Wanstead,Lab,Harry Cohen,,0,0,Q5610420,415184,Harry_Cohen,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Hazel Blears,Salford,Lab,Hazel Blears,,0,0,Q264023,414668,Hazel_Blears,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Helen Clark,Peterborough,Lab,Ms Helen Clark,,0,0,Q4940673,414719,Helen_Clark_(British_politician),Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Helen Jackson,"Sheffield, Hillsborough",Lab,Mrs Helen Jackson,,0,0,Q5702525,427361,Helen_Jackson,Against Invasion,Mrs Helen Jackson voted to say that the case for war against Iraq has not yet been established,https://www.theyworkforyou.com/mp/10309/helen_jackson/sheffield%2C_hillsborough/divisions?policy=1049,Labour
Helen Jones,Warrington North,Lab,Helen Jones,,0,0,Q750421,427375,Helen_Jones,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Helen Liddell,Airdrie and Shotts,Lab,Mrs Helen Liddell,,0,0,Q334128,414471,Helen_Liddell,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Helen Southworth,Warrington South,Lab,Helen Southworth,,0,0,Q5703202,450458,Helen_Southworth,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Henry Bellingham,North West Norfolk,Con,Henry Bellingham,,0,0,Q262616,414618,Henry_Bellingham,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Hilary Armstrong,North West Durham,Lab,Hilary Armstrong,,0,0,Q332660,227347,Hilary_Armstrong,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Hilary Benn,Leeds Central,Lab,Hilary Benn,,0,0,Q262742,311079,Hilary_Benn,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Hilton Dawson,Lancaster and Wyre,Lab,Mr Hilton Dawson,,0,0,Q5618133,420175,Hilton_Dawson,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Howard Flight,Arundel and South Downs,Con,Mr Howard Flight,Independent,1,0,Q1234410,421620,Howard_Flight,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Howard Stoate,Dartford,Lab,Howard Stoate,,0,0,Q5920969,450499,Howard_Stoate,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Hugh Bayley,City of York,Lab,Hugh Bayley,,0,0,Q260748,414609,Hugh_Bayley,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Hugh Robertson,Faversham and Mid Kent,Con,Hugh Robertson,,0,0,Q480170,449384,Hugh_Robertson_(politician),Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Hugo Swire,East Devon,Con,Hugo Swire,,0,0,Q327716,450517,Hugo_Swire,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Humfrey Malins,Woking,Con,Humfrey Malins,,0,0,Q10985643,434737,Humfrey_Malins,Against Invasion,Humfrey Malins voted to say that the case for war against Iraq has not yet been established,https://www.theyworkforyou.com/mp/10409/humfrey_malins/woking/divisions?policy=1049,Conservative
Huw Edwards,Monmouth,Lab,Mr Huw Edwards,,0,0,Q5951236,417524,Huw_Edwards_(politician),Against Invasion,Mr Huw Edwards voted to say that the case for war against Iraq has not yet been established,https://www.theyworkforyou.com/mp/10184/huw_edwards/monmouth/divisions?policy=1049,Labour
Huw Irranca-Davies,Ogmore,Lab,Huw Irranca-Davies,,0,2,Q691388,416961,Huw_Irranca-Davies,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Hywel Francis,Aberavon,Lab,Hywel Francis,,0,0,Q390825,421640,Hywel_Francis,Against Invasion,Hywel Francis voted to say that the case for war against Iraq has not yet been established,https://www.theyworkforyou.com/mp/10900/hywel_francis/aberavon/divisions?policy=1049,Labour
Hywel Williams,Caernarfon,PC,Hywel Williams,,0,0,Q266189,417661,Hywel_Williams,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Other parties
Iain Coleman,Hammersmith and Fulham,Lab,Mr Iain Coleman,,0,0,Q5610671,419413,Iain_Coleman,Against Invasion,Mr Iain Coleman voted to say that the case for war against Iraq has not yet been established,https://www.theyworkforyou.com/mp/10124/iain_coleman/hammersmith_and_fulham/divisions?policy=1049,Labour
Iain Duncan Smith,Chingford and Woodford Green,Con,Iain Duncan Smith,,0,0,Q302486,159548,Iain_Duncan_Smith,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Iain Luke,Dundee East,Lab,Mr Iain Luke,,0,0,Q5980502,428668,Iain_Luke,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Iain Wright,Hartlepool,Lab,Iain Wright,,0,2,Q260618,883609,Iain_Wright,Pro Invasion,Iain Wright consistently voted against investigations into the Iraq war,https://www.theyworkforyou.com/mp/11362/iain_wright/hartlepool/divisions?policy=975,Labour
Ian Cawsey,Brigg and Goole,Lab,Ian Cawsey,,0,0,Q5605327,419365,Ian_Cawsey,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Ian Davidson,Glasgow Pollok,Lab,Ian Davidson,,0,0,Q296755,8627606,Ian_Davidson_(British_politician),Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Ian Gibson,Norwich North,Lab,Ian Gibson,,0,0,Q5981633,450984,Ian_Gibson_(politician),Against Invasion,Ian Gibson voted to say that the case for war against Iraq has not yet been established,https://www.theyworkforyou.com/mp/10226/ian_gibson/norwich_north/divisions?policy=1049,Labour
Ian Liddell-Grainger,Bridgwater,Con,Ian Liddell-Grainger,,0,0,Q748955,428635,Ian_Liddell-Grainger,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Ian Lucas,Wrexham,Lab,Ian Lucas,,0,0,Q695197,428662,Ian_Lucas,Against Invasion,Ian Lucas voted to say that the case for war against Iraq has not yet been established,https://www.theyworkforyou.com/mp/11057/ian_lucas/wrexham/divisions?policy=1049,Labour
Ian McCartney,Makerfield,Lab,Ian McCartney,,0,0,Q333318,410156,Ian_McCartney,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Ian Paisley,North Antrim,DUP,Ian Paisley,,0,0,Q296597,96495,Ian_Paisley,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Other parties
Ian Pearson,Dudley South,Lab,Ian Pearson,,0,0,Q5982575,433783,Ian_Pearson,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Ian Stewart,Eccles,Lab,Ian Stewart,,0,0,Q5982982,450977,Ian_Stewart_(Labour_politician),Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Ian Taylor,Esher and Walton,Con,Ian Taylor,,0,0,Q11154675,435657,Ian_Taylor_(British_politician),Against Invasion,16 Tory MPs who backed the rebel amendment were...Ian Taylor,https://www.theguardian.com/politics/2003/mar/19/uk.houseofcommons3,Conservative
Irene Adams,Paisley North,Lab,Mrs Irene Adams,,0,0,Q334498,79414,Irene_Adams,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Iris Robinson,Strangford,DUP,Iris Robinson,,0,0,Q333235,415673,Iris_Robinson,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Other parties
Ivan Henderson,Harwich,Lab,Mr Ivan Henderson,,0,0,Q16190543,434631,Ivan_Henderson,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Ivan Lewis,Bury South,Lab,Ivan Lewis,,0,0,Q749659,428627,Ivan_Lewis,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Ivor Caplin,Hove,Lab,Mr Ivor Caplin,,0,0,Q5602084,323781,Ivor_Caplin,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Jack Cunningham,Copeland,Lab,Dr Jack Cunningham,,0,0,Q336214,356896,"Jack_Cunningham,_Baron_Cunningham_of_Felling",Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Jack Straw,Blackburn,Lab,Jack Straw,,0,0,Q311278,242476,Jack_Straw,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Jackie Lawrence,Preseli Pembrokeshire,Lab,Mrs Jackie Lawrence,,0,0,Q6116474,428596,Jackie_Lawrence_(politician),Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Jacqui Lait,Beckenham,Con,Jacqui Lait,,0,0,Q6121041,419142,Jacqui_Lait,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
Jacqui Smith,Redditch,Lab,Jacqui Smith,,0,0,Q237217,450452,Jacqui_Smith,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
James Arbuthnot,North East Hampshire,Con,James Arbuthnot,,0,0,Q259736,249556,James_Arbuthnot,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
James Clappison,Hertsmere,Con,James Clappison,,0,0,Q271750,419392,James_Clappison,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
James Cran,Beverley and Holderness,Con,Mr James Cran,,0,0,Q337742,419507,James_Cran,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
James Gray,North Wiltshire,Con,James Gray,,0,0,Q391839,427335,James_Gray_(British_politician),Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
James Paice,South East Cambridgeshire,Con,James Paice,,0,0,Q576067,433776,Jim_Paice,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Conservative
James Plaskitt,Warwick and Leamington,Lab,James Plaskitt,,0,0,Q12900348,433845,James_Plaskitt,Pro Invasion,James Plaskitt voted against saying that the case for war against Iraq has not yet been established,https://www.theyworkforyou.com/mp/10480/james_plaskitt/warwick_and_leamington/divisions?policy=1049,Labour
James Purnell,Stalybridge and Hyde,Lab,James Purnell,,0,0,Q333543,433888,James_Purnell,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Jane Griffiths,Reading East,Lab,Ms Jane Griffiths,,0,0,Q6152317,427341,Jane_Griffiths_(politician),Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Jane Kennedy,"Liverpool, Wavertree",Lab,Jane Kennedy,,0,0,Q6152441,427640,Jane_Kennedy_(politician),Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Janet Anderson,Rossendale and Darwen,Lab,Janet Anderson,,0,0,Q4935679,413975,Janet_Anderson,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Janet Dean,Burton,Lab,Janet Dean,,0,0,Q4944413,420178,Janet_Dean,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Jean Corston,Bristol East,Lab,Ms Jean Corston,,0,0,Q334443,419488,"Jean_Corston,_Baroness_Corston",Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Jeff Ennis,Barnsley East and Mexborough,Lab,Jeff Ennis,,0,0,Q6175967,420139,Jeffrey_Ennis,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Jeffrey Donaldson,Lagan Valley,UUP,Jeffrey M. Donaldson,Independent,1,0,Q300292,407867,Jeffrey_Donaldson,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Other parties
Jenny Tonge,Richmond Park,LDem,Dr Jenny Tonge,,0,0,Q334348,450282,"Jenny_Tonge,_Baroness_Tonge",Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Other parties
Jeremy Corbyn,Islington North,Lab,Jeremy Corbyn,,0,0,Q291169,415036,Jeremy_Corbyn,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Jim Cousins,Newcastle upon Tyne Central,Lab,Jim Cousins,,0,0,Q5612664,419139,Jim_Cousins,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Jim Cunningham,Coventry South,Lab,Jim Cunningham,,0,0,Q291683,419520,Jim_Cunningham_(politician),Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Jim Dobbin,Heywood and Middleton,Lab,Jim Dobbin,,0,0,Q300166,420196,Jim_Dobbin,Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Jim Dowd,Lewisham West,Lab,Jim Dowd,,0,0,Q300368,1794635,Jim_Dowd_(politician),Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Jim Fitzpatrick,Poplar and Canning Town,Lab,Jim Fitzpatrick,,0,0,Q306169,1165960,Jim_Fitzpatrick_(politician),Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Jim Knight,South Dorset,Lab,Jim Knight,,0,0,Q334359,427676,Jim_Knight,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Jim Marshall,Leicester South,Lab,Dr Jim Marshall,,0,1,Q15525123,434747,Jim_Marshall_(British_politician),Against Invasion,Voted against UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
Jim Murphy,East Renfrewshire,Lab,Jim Murphy,,0,0,Q333702,421706,Jim_Murphy,Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
James Sheridan,West Renfrewshire,Lab,Jim Sheridan,,0,0,Q392461,1557527,Jim_Sheridan_(politician),Pro Invasion,Voted in support of UK invasion of Iraq,https://www.publicwhip.org.uk/division.php?date=2003-03-18&number=118&display=allpossible,Labour
